Timestamp,Image Path,Lidar Data
2024-12-15 15:22:07,images/image_20241215_152207.png,"[inf, inf, inf, inf, inf, inf, 1.8129404783248901, 1.7416317462921143, 1.7225549221038818, 1.7031885385513306, 1.647289752960205, 1.6335680484771729, 1.5889321565628052, 1.567386269569397, 1.5338733196258545, 1.5171433687210083, 1.4908479452133179, 1.4683905839920044, 1.4403905868530273, 1.4237700700759888, 1.3962675333023071, 1.382933259010315, 1.3693690299987793, 1.3496884107589722, 1.3313533067703247, 1.3278467655181885, 1.305168628692627, 1.286070704460144, 1.2921439409255981, 1.2636404037475586]"
2024-12-15 15:22:08,images/image_20241215_152208.png,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 1.8166500329971313, 1.766333818435669, 1.7475706338882446, 1.696825385093689, 1.6970454454421997, 1.6438769102096558, 1.6193554401397705, 1.5726722478866577, 1.5609655380249023, 1.5401034355163574, 1.5033671855926514, 1.4800907373428345, 1.45956289768219, 1.4352914094924927, 1.4249348640441895, 1.394133448600769, 1.3687961101531982, 1.3652700185775757, 1.3346073627471924, 1.3223979473114014]"
2024-12-15 15:22:09,images/image_20241215_152208.png,"[2.993726968765259, 3.0157907009124756, 3.0385146141052246, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 1.8143192529678345, 1.7775835990905762, 1.7339826822280884, 1.736482858657837, 1.688209891319275, 1.6241971254348755, 1.6166350841522217, 1.5876858234405518, 1.5503123998641968, 1.5303212404251099, 1.509214997291565, 1.4579254388809204, 1.4221481084823608, 1.4352035522460938, 1.4033890962600708]"
2024-12-15 15:22:10,images/image_20241215_152209.png,"[inf, inf, 3.374464273452759, 3.223823308944702, 3.0624353885650635, 3.007293224334717, 3.024846076965332, 3.057623863220215, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 1.8156232833862305, 1.7714977264404297, 1.7461061477661133, 1.7007651329040527, 1.6750848293304443, 1.6303304433822632, 1.5786443948745728, 1.5718308687210083, 1.5461664199829102, 1.5200865268707275]"
2024-12-15 15:22:11,images/image_20241215_152210.png,"[inf, inf, inf, inf, inf, inf, inf, 3.4579825401306152, 3.2792952060699463, 3.1141252517700195, 2.9853808879852295, 3.0157694816589355, 3.0549042224884033, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 1.8502956628799438, 1.7933300733566284, 1.7478744983673096, 1.7192511558532715, 1.677619457244873]"
2024-12-15 15:22:12,images/image_20241215_152212.png,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 3.433173894882202, 3.272817373275757, 3.127574920654297, 2.9966394901275635, 3.013305187225342, 3.0320889949798584, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]"
2024-12-15 15:22:14,images/image_20241215_152212.png,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 3.459245204925537, 3.2755963802337646, 3.122131109237671, 2.9936976432800293, 3.010850429534912, 3.042064666748047, inf, inf, inf, inf, inf, inf, inf]"
2024-12-15 15:22:14,images/image_20241215_152214.png,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 3.347130060195923, 3.1791090965270996, 3.01859450340271, 3.0037355422973633, 3.021449327468872, inf, inf]"
2024-12-15 15:22:15,images/image_20241215_152215.png,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 3.4670872688293457, 3.2750015258789062]"
2024-12-15 15:22:16,images/image_20241215_152215.png,"[3.119898796081543, 3.310819625854492, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]"
2024-12-15 15:22:17,images/image_20241215_152216.png,"[inf, inf, inf, inf, 3.033012628555298, 3.009315013885498, 2.992219924926758, 3.160674571990967, 3.36965012550354, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]"
2024-12-15 15:22:18,images/image_20241215_152217.png,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 3.0043234825134277, 2.999077558517456, 2.989956855773926, 3.1546108722686768, 3.3581671714782715, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]"
2024-12-15 15:22:19,images/image_20241215_152218.png,"[1.5411022901535034, 1.5642791986465454, 1.6215262413024902, 1.6702314615249634, 1.714326024055481, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 3.0518836975097656, 3.0180187225341797, 2.995129108428955, 3.1655564308166504, 3.36826229095459, inf, inf, inf, inf, inf, inf, inf, inf, inf]"
2024-12-15 15:22:20,images/image_20241215_152219.png,"[1.3775421380996704, 1.394048810005188, 1.4139082431793213, 1.453537106513977, 1.4818978309631348, 1.5255337953567505, 1.5722805261611938, 1.5797039270401, 1.6356403827667236, 1.6923094987869263, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 3.016082286834717, 3.010021448135376, 2.982060670852661, 3.0454578399658203, 3.2179553508758545, 3.422665596008301, inf, inf, inf]"
2024-12-15 15:22:20,images/image_20241215_152220.png,"[1.2513848543167114, 1.2759944200515747, 1.2994807958602905, 1.3174902200698853, 1.3241753578186035, 1.3732737302780151, 1.3986551761627197, 1.4228547811508179, 1.4482219219207764, 1.49315345287323, 1.5410313606262207, 1.5589369535446167, 1.6082431077957153, 1.6555548906326294, 1.6869381666183472, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, 2.988746404647827, 3.01084303855896, 3.018362045288086]"
2024-12-15 15:22:21,images/image_20241215_152220.png,"[1.16413152217865, 1.2026032209396362, 1.197176218032837, 1.2275789976119995, 1.2372580766677856, 1.2556935548782349, 1.2706364393234253, 1.2969459295272827, 1.3409653902053833, 1.3544434309005737, 1.400532603263855, 1.443167805671692, 1.4545851945877075, 1.4790314435958862, 1.5169917345046997, 1.5653191804885864, 1.572569727897644, 1.620931625366211, 1.6815961599349976, 1.718056082725525, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]"
2024-12-15 15:22:22,images/image_20241215_152221.png,"[1.1033979654312134, 1.132315993309021, 1.1413832902908325, 1.147671103477478, 1.1749976873397827, 1.1758766174316406, 1.1825742721557617, 1.2123422622680664, 1.241962194442749, 1.2459298372268677, 1.2870723009109497, 1.2836518287658691, 1.3274388313293457, 1.3652490377426147, 1.369903564453125, 1.3950231075286865, 1.4291503429412842, 1.4829720258712769, 1.492997646331787, 1.5427063703536987, 1.5688211917877197, 1.6176271438598633, 1.6450830698013306, 1.6936200857162476, inf, inf, inf, inf, inf, inf]"
2024-12-15 15:22:23,images/image_20241215_152222.png,"[1.058624505996704, 1.0521360635757446, 1.0821821689605713, 1.0807896852493286, 1.0912569761276245, 1.1070475578308105, 1.1254585981369019, 1.143526554107666, 1.1465176343917847, 1.1547901630401611, 1.2047338485717773, 1.2144641876220703, 1.2105153799057007, 1.2530800104141235, 1.2653300762176514, 1.288666844367981, 1.3147609233856201, 1.3351387977600098, 1.337338924407959, 1.3925739526748657, 1.408085823059082, 1.438113808631897, 1.4765328168869019, 1.5066834688186646, 1.5447440147399902, 1.5874600410461426, 1.6018140316009521, 1.6509605646133423, 1.7041250467300415, inf]"
2024-12-15 15:22:24,images/image_20241215_152224.png,"[1.0143613815307617, 0.9970120191574097, 1.0145577192306519, 1.0191582441329956, 1.0228908061981201, 1.0234771966934204, 1.0599199533462524, 1.0508068799972534, 1.0918387174606323, 1.092465877532959, 1.0886592864990234, 1.1034674644470215, 1.12989342212677, 1.1419737339019775, 1.1448559761047363, 1.1728639602661133, 1.1780716180801392, 1.1956177949905396, 1.2294113636016846, 1.2504472732543945, 1.2683860063552856, 1.2765604257583618, 1.3077834844589233, 1.3324477672576904, 1.3512468338012695, 1.36625075340271, 1.4227657318115234, 1.4474406242370605, 1.4795438051223755, 1.5099753141403198]"
2024-12-15 15:22:25,images/image_20241215_152225.png,"[0.9589990973472595, 0.9790802001953125, 0.9902054071426392, 1.001950740814209, 0.994849443435669, 1.008784532546997, 0.9953681826591492, 1.0167076587677002, 1.0202412605285645, 1.0417652130126953, 1.0468840599060059, 1.055466890335083, 1.073269009590149, 1.082369089126587, 1.0784884691238403, 1.117761492729187, 1.1387742757797241, 1.1177810430526733, 1.1535688638687134, 1.172629475593567, 1.1819909811019897, 1.2040975093841553, 1.2382930517196655, 1.2454103231430054, 1.2481571435928345, 1.2979978322982788, 1.3039400577545166, 1.3286103010177612, 1.3557370901107788, 1.3681432008743286]"
2024-12-15 15:22:26,images/image_20241215_152225.png,"[0.9631543159484863, 0.9560348987579346, 0.966616690158844, 0.9752165079116821, 0.9721261858940125, 0.9819926023483276, 0.9865965843200684, 0.9960811734199524, 0.9964723587036133, 1.0267707109451294, 1.0089068412780762, 1.0051566362380981, 1.0262197256088257, 1.0373560190200806, 1.0656567811965942, 1.0527052879333496, 1.066473364830017, 1.0786850452423096, 1.0893139839172363, 1.1058212518692017, 1.1200238466262817, 1.1156772375106812, 1.1403067111968994, 1.1602683067321777, 1.166306495666504, 1.1918359994888306, 1.1986068487167358, 1.2099692821502686, 1.245987892150879, 1.246769666671753]"
2024-12-15 15:22:35,images/image_20241215_152234.png,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]"
2024-12-15 15:22:36,images/image_20241215_152235.png,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]"
2024-12-15 15:22:37,images/image_20241215_152236.png,"[inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]"
2024-12-15 15:22:37,images/image_20241215_152237.png,"[0.9574095010757446, 0.9744048118591309, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]"
2024-12-15 15:22:38,images/image_20241215_152237.png,"[0.9151307344436646, 0.9353808164596558, 0.9400795102119446, 0.9563201665878296, 0.9551957249641418, 0.9753115177154541, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf, inf]"
2024-12-15 15:22:42,images/image_20241215_152241.png,"[1.1375616788864136, 1.1467350721359253, 1.1717422008514404, 1.1417557001113892, 1.1506673097610474, 1.1723393201828003, 1.132867693901062, 1.150283694267273, 1.1550121307373047, 1.1671159267425537, 1.161078929901123, 1.1924511194229126, 1.1979649066925049, 1.1963059902191162, 1.1944233179092407, 1.2184392213821411, 1.219396948814392, 1.2245231866836548, 1.2187501192092896, 1.1756294965744019, 1.1311523914337158, 1.0966262817382812, 1.0553035736083984, 1.0355905294418335, 0.994364857673645, 0.949360728263855, 0.9201704263687134, 0.9051989316940308, 0.905586838722229, 0.924561083316803]"
2024-12-15 15:22:43,images/image_20241215_152242.png,"[1.1375616788864136, 1.1467350721359253, 1.1717422008514404, 1.1417557001113892, 1.1506673097610474, 1.1723393201828003, 1.132867693901062, 1.150283694267273, 1.1550121307373047, 1.1671159267425537, 1.161078929901123, 1.1924511194229126, 1.1979649066925049, 1.1963059902191162, 1.1944233179092407, 1.2184392213821411, 1.219396948814392, 1.2245231866836548, 1.2187501192092896, 1.1756294965744019, 1.1311523914337158, 1.0966262817382812, 1.0553035736083984, 1.0355905294418335, 0.994364857673645, 0.949360728263855, 0.9201704263687134, 0.9051989316940308, 0.905586838722229, 0.924561083316803]"
2024-12-15 15:22:44,images/image_20241215_152243.png,"[1.1461564302444458, 1.1321053504943848, 1.1275490522384644, 1.1592825651168823, 1.1413073539733887, 1.1374515295028687, 1.1467262506484985, 1.1485551595687866, 1.1507655382156372, 1.1700668334960938, 1.1505846977233887, 1.1402500867843628, 1.1764625310897827, 1.1828298568725586, 1.176710605621338, 1.1763988733291626, 1.169458270072937, 1.1815239191055298, 1.198429822921753, 1.2246286869049072, 1.1859157085418701, 1.1979756355285645, 1.2138828039169312, 1.2266062498092651, 1.160620093345642, 1.1187701225280762, 1.0645041465759277, 1.0497627258300781, 0.9989913702011108, 0.9390364289283752]"
2024-12-15 15:22:45,images/image_20241215_152244.png,"[1.150763988494873, 1.152395248413086, 1.1331100463867188, 1.1306036710739136, 1.139514446258545, 1.1394963264465332, 1.143476128578186, 1.1292561292648315, 1.1335111856460571, 1.142305850982666, 1.1369030475616455, 1.1419284343719482, 1.1351460218429565, 1.1389778852462769, 1.1625982522964478, 1.1670677661895752, 1.1753242015838623, 1.150303602218628, 1.1631826162338257, 1.1607469320297241, 1.1582083702087402, 1.1772387027740479, 1.2038028240203857, 1.1937987804412842, 1.197944164276123, 1.2014542818069458, 1.206774115562439, 1.2228682041168213, 1.2041676044464111, 1.155079960823059]"
2024-12-15 15:22:46,images/image_20241215_152245.png,"[1.1639158725738525, 1.1303954124450684, 1.1720529794692993, 1.136531114578247, 1.1532642841339111, 1.14139986038208, 1.114404320716858, 1.1569286584854126, 1.1446813344955444, 1.1474604606628418, 1.1252787113189697, 1.1330711841583252, 1.1442134380340576, 1.141868233680725, 1.1319328546524048, 1.1415778398513794, 1.1389471292495728, 1.1251837015151978, 1.1400567293167114, 1.141165018081665, 1.122083067893982, 1.1450514793395996, 1.1537864208221436, 1.1435612440109253, 1.1592961549758911, 1.1718283891677856, 1.160696268081665, 1.1696600914001465, 1.1956697702407837, 1.2057995796203613]"
2024-12-15 15:22:47,images/image_20241215_152246.png,"[1.1931278705596924, 1.2031666040420532, 1.1921740770339966, 1.1819831132888794, 1.1818323135375977, 1.159428596496582, 1.1687763929367065, 1.1759653091430664, 1.1608656644821167, 1.1434217691421509, 1.150152564048767, 1.1415070295333862, 1.1356475353240967, 1.1344940662384033, 1.137093186378479, 1.124741792678833, 1.1342711448669434, 1.1417145729064941, 1.1399608850479126, 1.135859489440918, 1.1290329694747925, 1.115385890007019, 1.1462287902832031, 1.134459137916565, 1.1489205360412598, 1.134252905845642, 1.133705735206604, 1.1458567380905151, 1.142067790031433, 1.170488715171814]"
2024-12-15 15:22:48,images/image_20241215_152247.png,"[1.2395607233047485, 1.2299379110336304, 1.2295855283737183, 1.2139040231704712, 1.2254955768585205, 1.1897861957550049, 1.1856682300567627, 1.1945558786392212, 1.1757341623306274, 1.153441071510315, 1.162871241569519, 1.1586222648620605, 1.1503450870513916, 1.1549736261367798, 1.1244524717330933, 1.144978404045105, 1.1530534029006958, 1.1430325508117676, 1.1350464820861816, 1.1389459371566772, 1.1381008625030518, 1.1416566371917725, 1.1270248889923096, 1.1421287059783936, 1.1326847076416016, 1.1451491117477417, 1.1462771892547607, 1.1302012205123901, 1.1316415071487427, 1.139531135559082]"
2024-12-15 15:22:49,images/image_20241215_152248.png,"[1.308706283569336, 1.2879661321640015, 1.2550930976867676, 1.2663159370422363, 1.252771019935608, 1.2721971273422241, 1.2182965278625488, 1.2152317762374878, 1.2057961225509644, 1.2092698812484741, 1.2153642177581787, 1.1968505382537842, 1.1832098960876465, 1.1673667430877686, 1.1737006902694702, 1.1722164154052734, 1.157682180404663, 1.1688761711120605, 1.1550084352493286, 1.1243343353271484, 1.1429561376571655, 1.1469396352767944, 1.1348251104354858, 1.1505622863769531, 1.119889497756958, 1.1234327554702759, 1.1382108926773071, 1.1368259191513062, 1.1291571855545044, 1.1139105558395386]"
2024-12-15 15:22:50,images/image_20241215_152249.png,"[1.3567612171173096, 1.3408809900283813, 1.3036198616027832, 1.3095901012420654, 1.297645092010498, 1.2910799980163574, 1.2849937677383423, 1.2662365436553955, 1.241929531097412, 1.2420992851257324, 1.2258944511413574, 1.2126743793487549, 1.2137130498886108, 1.1892153024673462, 1.1777262687683105, 1.2086046934127808, 1.183249592781067, 1.1802077293395996, 1.1713224649429321, 1.1520745754241943, 1.1627856492996216, 1.1557807922363281, 1.1392515897750854, 1.1415770053863525, 1.1391397714614868, 1.112264633178711, 1.1242493391036987, 1.137428641319275, 1.1216778755187988, 1.1265370845794678]"
2024-12-15 15:22:51,images/image_20241215_152250.png,"[1.3567612171173096, 1.3408809900283813, 1.3036198616027832, 1.3095901012420654, 1.297645092010498, 1.2910799980163574, 1.2849937677383423, 1.2662365436553955, 1.241929531097412, 1.2420992851257324, 1.2258944511413574, 1.2126743793487549, 1.2137130498886108, 1.1892153024673462, 1.1777262687683105, 1.2086046934127808, 1.183249592781067, 1.1802077293395996, 1.1713224649429321, 1.1520745754241943, 1.1627856492996216, 1.1557807922363281, 1.1392515897750854, 1.1415770053863525, 1.1391397714614868, 1.112264633178711, 1.1242493391036987, 1.137428641319275, 1.1216778755187988, 1.1265370845794678]"
2024-12-15 15:22:51,images/image_20241215_152251.png,"[1.4420214891433716, 1.401427984237671, 1.41209876537323, 1.3793669939041138, 1.366252064704895, 1.3530164957046509, 1.3503034114837646, 1.3376243114471436, 1.2943167686462402, 1.2873306274414062, 1.2626748085021973, 1.267354130744934, 1.2388184070587158, 1.236075758934021, 1.2463366985321045, 1.2200138568878174, 1.2184193134307861, 1.2087147235870361, 1.192847490310669, 1.1775144338607788, 1.1898046731948853, 1.1578559875488281, 1.1431983709335327, 1.1575250625610352, 1.153315782546997, 1.1464117765426636, 1.1511452198028564, 1.1310561895370483, 1.1253262758255005, 1.1246167421340942]"
2024-12-15 15:22:52,images/image_20241215_152251.png,"[1.4420214891433716, 1.401427984237671, 1.41209876537323, 1.3793669939041138, 1.366252064704895, 1.3530164957046509, 1.3503034114837646, 1.3376243114471436, 1.2943167686462402, 1.2873306274414062, 1.2626748085021973, 1.267354130744934, 1.2388184070587158, 1.236075758934021, 1.2463366985321045, 1.2200138568878174, 1.2184193134307861, 1.2087147235870361, 1.192847490310669, 1.1775144338607788, 1.1898046731948853, 1.1578559875488281, 1.1431983709335327, 1.1575250625610352, 1.153315782546997, 1.1464117765426636, 1.1511452198028564, 1.1310561895370483, 1.1253262758255005, 1.1246167421340942]"
2024-12-15 15:22:53,images/image_20241215_152252.png,"[1.5567059516906738, 1.5529885292053223, 1.511017918586731, 1.4845991134643555, 1.450892448425293, 1.4273571968078613, 1.387908935546875, 1.4129170179367065, 1.3658236265182495, 1.3661885261535645, 1.3489094972610474, 1.3355337381362915, 1.2971802949905396, 1.3032007217407227, 1.2636547088623047, 1.2591917514801025, 1.2630187273025513, 1.2345621585845947, 1.2229124307632446, 1.2260288000106812, 1.2180297374725342, 1.2217087745666504, 1.1913172006607056, 1.1708396673202515, 1.1749440431594849, 1.150644302368164, 1.1651502847671509, 1.1478205919265747, 1.1564472913742065, 1.136275053024292]"
2024-12-15 15:22:54,images/image_20241215_152253.png,"[1.669683814048767, 1.637744426727295, 1.599655032157898, 1.5799331665039062, 1.5456244945526123, 1.5339829921722412, 1.496144413948059, 1.4699454307556152, 1.4594579935073853, 1.419991374015808, 1.400977373123169, 1.364335060119629, 1.3619107007980347, 1.3541935682296753, 1.3253607749938965, 1.2984552383422852, 1.3065953254699707, 1.2833691835403442, 1.251147747039795, 1.2423803806304932, 1.24582839012146, 1.2146427631378174, 1.2018147706985474, 1.2075351476669312, 1.1743226051330566, 1.1657670736312866, 1.14175546169281, 1.1608275175094604, 1.1532236337661743, 1.1244982481002808]"
2024-12-15 15:22:56,images/image_20241215_152255.png,"[1.669683814048767, 1.637744426727295, 1.599655032157898, 1.5799331665039062, 1.5456244945526123, 1.5339829921722412, 1.496144413948059, 1.4699454307556152, 1.4594579935073853, 1.419991374015808, 1.400977373123169, 1.364335060119629, 1.3619107007980347, 1.3541935682296753, 1.3253607749938965, 1.2984552383422852, 1.3065953254699707, 1.2833691835403442, 1.251147747039795, 1.2423803806304932, 1.24582839012146, 1.2146427631378174, 1.2018147706985474, 1.2075351476669312, 1.1743226051330566, 1.1657670736312866, 1.14175546169281, 1.1608275175094604, 1.1532236337661743, 1.1244982481002808]"
2024-12-15 15:22:56,images/image_20241215_152256.png,"[inf, inf, 1.7078039646148682, 1.6855307817459106, 1.655111312866211, 1.6155116558074951, 1.5755345821380615, 1.5430768728256226, 1.506408452987671, 1.4718730449676514, 1.4607443809509277, 1.4405421018600464, 1.416143536567688, 1.4054994583129883, 1.3537390232086182, 1.3439775705337524, 1.332292079925537, 1.3103039264678955, 1.2991212606430054, 1.2794253826141357, 1.2581385374069214, 1.2403253316879272, 1.2376213073730469, 1.2259777784347534, 1.2050367593765259, 1.1898361444473267, 1.1780531406402588, 1.1703163385391235, 1.1522667407989502, 1.1366925239562988]"
