frame,object_x,object_y,distance
4,1.9710320432724282,-0.03679302690057498,1.971375418948707
4,0.6791076228606124,2.098083882112394,2.205253531865941
4,-0.12111664970354816,0.6086315869920724,0.6205655900224413
4,-1.8028424266573844,1.8163381018122151,2.5591648863351275
4,-0.6491762921998684,-0.8921560083263593,1.1033459120090996
4,2.129166507693788,-2.194244438558584,3.0574595129993525
5,1.9710320432724282,-0.03679302690057498,1.971375418948707
5,0.6791076228606124,2.098083882112394,2.205253531865941
5,-0.12111664970354816,0.6086315869920724,0.6205655900224413
5,-1.8028424266573844,1.8163381018122151,2.5591648863351275
5,-0.6491762921998684,-0.8921560083263593,1.1033459120090996
5,2.129166507693788,-2.194244438558584,3.0574595129993525
6,1.9710320432724282,-0.03679302690057498,1.971375418948707
6,0.6791076228606124,2.098083882112394,2.205253531865941
6,-0.12111664970354816,0.6086315869920724,0.6205655900224413
6,-1.8028424266573844,1.8163381018122151,2.5591648863351275
6,-0.6491762921998684,-0.8921560083263593,1.1033459120090996
6,2.129166507693788,-2.194244438558584,3.0574595129993525
7,1.9710320432724282,-0.03679302690057498,1.971375418948707
7,0.6791076228606124,2.098083882112394,2.205253531865941
7,-0.12111664970354816,0.6086315869920724,0.6205655900224413
7,-1.8028424266573844,1.8163381018122151,2.5591648863351275
7,-0.6491762921998684,-0.8921560083263593,1.1033459120090996
7,2.129166507693788,-2.194244438558584,3.0574595129993525
8,1.9710320432724282,-0.03679302690057498,1.971375418948707
8,0.6791076228606124,2.098083882112394,2.205253531865941
8,-0.12111664970354816,0.6086315869920724,0.6205655900224413
8,-1.8028424266573844,1.8163381018122151,2.5591648863351275
8,-0.6491762921998684,-0.8921560083263593,1.1033459120090996
8,2.129166507693788,-2.194244438558584,3.0574595129993525
9,1.9710320432724282,-0.03679302690057498,1.971375418948707
9,0.6791076228606124,2.098083882112394,2.205253531865941
9,-0.12111664970354816,0.6086315869920724,0.6205655900224413
9,-1.8028424266573844,1.8163381018122151,2.5591648863351275
9,-0.6491762921998684,-0.8921560083263593,1.1033459120090996
9,2.129166507693788,-2.194244438558584,3.0574595129993525
10,1.9689154970743128,-0.03611130565322704,1.9692466227000032
10,0.6784327741091392,2.09830609276199,2.20525723848886
10,-0.12151783464559279,0.6098635385745844,0.6218521687826354
10,-1.8030987191934769,1.8159355670145623,2.5590597833395092
10,-0.6482432388520813,-0.8910952465310269,1.1019392157045815
10,2.131174898646994,-2.196268486849603,3.0603107219613617
11,1.9689154970743128,-0.03611130565322704,1.9692466227000032
11,0.6784327741091392,2.09830609276199,2.20525723848886
11,-0.12151783464559279,0.6098635385745844,0.6218521687826354
11,-1.8030987191934769,1.8159355670145623,2.5590597833395092
11,-0.6482432388520813,-0.8910952465310269,1.1019392157045815
11,2.131174898646994,-2.196268486849603,3.0603107219613617
12,1.9689154970743128,-0.03611130565322704,1.9692466227000032
12,0.6784327741091392,2.09830609276199,2.20525723848886
12,-0.12151783464559279,0.6098635385745844,0.6218521687826354
12,-1.8030987191934769,1.8159355670145623,2.5590597833395092
12,-0.6482432388520813,-0.8910952465310269,1.1019392157045815
12,2.131174898646994,-2.196268486849603,3.0603107219613617
13,1.9689154970743128,-0.03611130565322704,1.9692466227000032
13,0.6784327741091392,2.09830609276199,2.20525723848886
13,-0.12151783464559279,0.6098635385745844,0.6218521687826354
13,-1.8030987191934769,1.8159355670145623,2.5590597833395092
13,-0.6482432388520813,-0.8910952465310269,1.1019392157045815
13,2.131174898646994,-2.196268486849603,3.0603107219613617
14,1.969966739126817,-0.03611545223113652,1.9702977640843538
14,0.6788563565549951,2.0980552294448085,2.2051489062273846
14,-0.12192108202670529,0.6140608120337165,0.6260474671445209
14,-1.8032108402945943,1.8161676445018242,2.5593034692062684
14,-0.6483332492332136,-0.8912457455897157,1.1021138693860377
14,2.13483080087636,-2.199643123819997,3.065278522506396
15,1.969966739126817,-0.03611545223113652,1.9702977640843538
15,0.6788563565549951,2.0980552294448085,2.2051489062273846
15,-0.12192108202670529,0.6140608120337165,0.6260474671445209
15,-1.8032108402945943,1.8161676445018242,2.5593034692062684
15,-0.6483332492332136,-0.8912457455897157,1.1021138693860377
15,2.13483080087636,-2.199643123819997,3.065278522506396
16,1.969966739126817,-0.03611545223113652,1.9702977640843538
16,0.6788563565549951,2.0980552294448085,2.2051489062273846
16,-0.12192108202670529,0.6140608120337165,0.6260474671445209
16,-1.8032108402945943,1.8161676445018242,2.5593034692062684
16,-0.6483332492332136,-0.8912457455897157,1.1021138693860377
16,2.13483080087636,-2.199643123819997,3.065278522506396
17,1.969966739126817,-0.03611545223113652,1.9702977640843538
17,0.6788563565549951,2.0980552294448085,2.2051489062273846
17,-0.12192108202670529,0.6140608120337165,0.6260474671445209
17,-1.8032108402945943,1.8161676445018242,2.5593034692062684
17,-0.6483332492332136,-0.8912457455897157,1.1021138693860377
17,2.13483080087636,-2.199643123819997,3.065278522506396
18,1.969966739126817,-0.03611545223113652,1.9702977640843538
18,0.6788563565549951,2.0980552294448085,2.2051489062273846
18,-0.12192108202670529,0.6140608120337165,0.6260474671445209
18,-1.8032108402945943,1.8161676445018242,2.5593034692062684
18,-0.6483332492332136,-0.8912457455897157,1.1021138693860377
18,2.13483080087636,-2.199643123819997,3.065278522506396
19,1.9695502358786627,-0.03682488295991075,1.9698944651058612
