frame,object_x,object_y,distance
5,0.9896613207023713,1.4868868553473815,1.7861304684426573
5,-0.6368087272756493,1.4468239684926791,1.58076720327167
6,0.9896613207023713,1.4868868553473815,1.7861304684426573
6,-0.6368087272756493,1.4468239684926791,1.58076720327167
7,0.9896613207023713,1.4868868553473815,1.7861304684426573
7,-0.6368087272756493,1.4468239684926791,1.58076720327167
8,0.9896613207023713,1.4868868553473815,1.7861304684426573
8,-0.6368087272756493,1.4468239684926791,1.58076720327167
9,0.9896613207023713,1.4868868553473815,1.7861304684426573
9,-0.6368087272756493,1.4468239684926791,1.58076720327167
10,0.9896613207023713,1.4868868553473815,1.7861304684426573
10,-0.6368087272756493,1.4468239684926791,1.58076720327167
11,0.9929811117038618,1.4901340505272787,1.790673330549565
11,-0.6383368247538802,1.4497314236003591,1.584043907980833
12,0.9929811117038618,1.4901340505272787,1.790673330549565
12,-0.6383368247538802,1.4497314236003591,1.584043907980833
13,0.9929811117038618,1.4901340505272787,1.790673330549565
13,-0.6383368247538802,1.4497314236003591,1.584043907980833
14,0.9929811117038618,1.4901340505272787,1.790673330549565
14,-0.6383368247538802,1.4497314236003591,1.584043907980833
15,0.9929811117038618,1.4901340505272787,1.790673330549565
15,-0.6383368247538802,1.4497314236003591,1.584043907980833
16,0.9929811117038618,1.4901340505272787,1.790673330549565
16,-0.6383368247538802,1.4497314236003591,1.584043907980833
17,0.989909118680186,1.4861650124103045,1.7856669642905711
17,-0.6372542527122835,1.4472372334869472,1.5813249484501417
18,0.989909118680186,1.4861650124103045,1.7856669642905711
18,-0.6372542527122835,1.4472372334869472,1.5813249484501417
19,0.989909118680186,1.4861650124103045,1.7856669642905711
19,-0.6372542527122835,1.4472372334869472,1.5813249484501417
20,0.989909118680186,1.4861650124103045,1.7856669642905711
20,-0.6372542527122835,1.4472372334869472,1.5813249484501417
21,0.989909118680186,1.4861650124103045,1.7856669642905711
21,-0.6372542527122835,1.4472372334869472,1.5813249484501417
22,0.989909118680186,1.4861650124103045,1.7856669642905711
22,-0.6372542527122835,1.4472372334869472,1.5813249484501417
23,0.9897960385483512,1.4863748271809911,1.7857789126326167
23,-0.6390286729343319,1.450955354428734,1.5854428672700969
24,0.9897960385483512,1.4863748271809911,1.7857789126326167
24,-0.6390286729343319,1.450955354428734,1.5854428672700969
25,0.9897960385483512,1.4863748271809911,1.7857789126326167
25,-0.6390286729343319,1.450955354428734,1.5854428672700969
26,0.9897960385483512,1.4863748271809911,1.7857789126326167
26,-0.6390286729343319,1.450955354428734,1.5854428672700969
27,0.9897960385483512,1.4863748271809911,1.7857789126326167
27,-0.6390286729343319,1.450955354428734,1.5854428672700969
28,0.9897960385483512,1.4863748271809911,1.7857789126326167
28,-0.6390286729343319,1.450955354428734,1.5854428672700969
29,0.9911252859611551,1.4877996424006588,1.7877016273414055
29,-0.6402183529516953,1.4540034162523658,1.5887118914169844
30,0.9911252859611551,1.4877996424006588,1.7877016273414055
30,-0.6402183529516953,1.4540034162523658,1.5887118914169844
31,0.9911252859611551,1.4877996424006588,1.7877016273414055
31,-0.6402183529516953,1.4540034162523658,1.5887118914169844
32,0.9911252859611551,1.4877996424006588,1.7877016273414055
32,-0.6402183529516953,1.4540034162523658,1.5887118914169844
33,0.9911252859611551,1.4877996424006588,1.7877016273414055
33,-0.6402183529516953,1.4540034162523658,1.5887118914169844
34,0.9911252859611551,1.4877996424006588,1.7877016273414055
34,-0.6402183529516953,1.4540034162523658,1.5887118914169844
35,0.9891426981781337,1.4858296304854122,1.7849630159158858
35,-0.6381687055865334,1.4497003764119372,1.5839477510823718
36,0.9891426981781337,1.4858296304854122,1.7849630159158858
