,timestamp,x,y
0,6287:987000000,0.7474814653396606,0.0
1,6287:987000000,0.7545322712467417,0.013200406412315357
2,6287:987000000,0.7476011403593897,0.02616630373491155
3,6287:987000000,0.728774130730849,0.03828056427153878
4,6287:987000000,0.7353500935286742,0.05153816106551378
5,6287:987000000,0.7281673577271977,0.06385219727560487
6,6287:987000000,0.723140293595965,0.07617945596671324
7,6287:987000000,0.7107780798458269,0.08747330222104628
8,6287:987000000,0.7041279783032962,0.09918703988112186
9,6287:987000000,0.6985704802546018,0.11089884758176884
10,6287:987000000,0.7074333215527867,0.12502949956056902
11,6287:987000000,0.6896636527087409,0.13436995580793956
12,6287:987000000,0.6924505869970424,0.1475301131361932
13,6287:987000000,0.6734750863080446,0.1558505229586153
14,6287:987000000,0.6654439651138319,0.1663071416744256
15,6287:987000000,0.6610149262933877,0.17754083756485703
16,6287:987000000,0.6401960005680539,0.18401389625323344
17,6287:987000000,0.65376611865473,0.2003594536867969
18,6287:987000000,0.6413427585412763,0.20889225062224617
19,6287:987000000,0.686106735098653,0.2368251636924044
20,6287:987000000,0.7059657542516788,0.2575861880912258
21,6287:987000000,0.8286366693649192,0.31887756090236796
22,6287:987000000,0.9434520899520749,0.38213928800226826
23,6287:987000000,1.1234819392926658,0.4781022636983159
24,6287:987000000,1.3710378777170036,0.6119930341280342
25,6287:987000000,1.5386547024488968,0.7193485288333855
26,6287:987000000,1.520961580218442,0.7437690192300274
27,6287:987000000,1.4874259983455522,0.7598929792132415
28,6287:987000000,1.4758604405440743,0.7868368291310691
29,6287:987000000,1.4663441030852244,0.8150185359153533
30,6287:987000000,1.453052643076465,0.8412318809991735
31,6287:987000000,1.4260287157164342,0.8592374964405189
32,6287:987000000,1.4303864882579087,0.896336131195784
33,6287:987000000,1.4216219938473191,0.9258651805396289
34,6287:987000000,1.3908737255798878,0.9408931843434036
35,6287:987000000,1.3808340077504444,0.9697356540152621
36,6287:987000000,1.362102617701001,0.9926061295690225
37,6287:987000000,1.3479195063990534,1.018841291117724
38,6287:987000000,1.3486533493473836,1.0569674132408375
39,6287:987000000,1.333458200359282,1.0832396271533355
40,6287:987000000,1.3132766510048834,1.1055324164846907
41,6287:987000000,1.297212362994765,1.1313658241483384
42,6287:987000000,1.279965143952168,1.1563602964722677
43,6287:987000000,1.2499143808954662,1.1695639141973193
44,6287:987000000,1.2510257626606625,1.2123364754983277
45,6287:987000000,1.2413218239564567,1.2457698444038132
46,6287:987000000,1.2189226597986986,1.2668581234638607
47,6287:987000000,1.2180848531688526,1.3111377300381437
48,6287:987000000,1.1912449262383513,1.3280978488428894
49,6287:987000000,1.1724855873915823,1.3541072267192105
50,6287:987000000,1.1584453127830585,1.386166101830329
51,6287:987000000,1.1422190747017462,1.416383483793176
52,6287:987000000,1.1265392210814302,1.448063001720282
53,6287:987000000,1.1063481429734419,1.474625954246448
54,6287:987000000,1.092128360320487,1.5099899368050487
55,6287:987000000,1.085780293364241,1.5578916959013591
56,6287:987000000,1.059698234634916,1.5786346121709136
57,6287:987000000,1.0485182427146926,1.6226120203245593
58,6287:987000000,1.0249421842611277,1.6486949033114668
59,6287:987000000,0.9917953979408047,1.6594262249812701
60,6287:987000000,0.9738441757426375,1.696074999473068
61,6287:987000000,0.9606017245288755,1.7429230830857587
62,6287:987000000,0.9506780569891164,1.7986433045057293
63,6287:987000000,0.926212348684045,1.8291014113922752
64,6287:987000000,0.9016833549451525,1.8607221557777123
65,6287:987000000,0.8748784060355436,1.8889072795922477
66,6287:987000000,0.8549840349431456,1.9339621346435354
67,6287:987000000,0.5417216532518044,2.8343996422314444
68,6287:987000000,0.483793960714083,2.795680743371371
69,6287:987000000,0.4279159302522659,2.759214133360955
70,6287:987000000,0.3856095347520083,2.810175168138703
71,6287:987000000,0.3451817607266858,2.8900619816867756
72,6287:987000000,0.30186231301574695,2.9672859676162493
73,6287:987000000,0.2562570760957774,3.0475726438390605
74,6287:987000000,0.2088999099850894,3.1416828362219147
75,6287:987000000,0.15773982565223957,3.2230448018010818
76,6287:987000000,0.10045853283070577,3.1973283929509813
77,6287:987000000,0.043837299729456686,3.1498981997572644
78,6287:987000000,-0.011186441170125565,3.127415439478682
79,6287:987000000,-0.06547681546548502,3.10713736553601
80,6287:987000000,-0.11921813813710794,3.0899873617357985
81,6287:987000000,-0.1714467511151789,3.0552870740637847
82,6287:987000000,-0.22290199685756246,3.0251920968947483
83,6287:987000000,-0.2731168055483553,2.991604095255319
84,6287:987000000,-0.3230327263407251,2.9646014629887842
85,6287:987000000,-0.3735460103748929,2.9482800605474884
86,6287:987000000,-0.42382403420895026,2.9327382100172676
87,6287:987000000,-0.4676587658238928,2.8793132354944766
88,6287:987000000,-0.516296053977855,2.8615112738244064
89,6287:987000000,-0.5665914505464509,2.8536561642308316
90,6287:987000000,-0.6088243776624754,2.8082669310139527
91,6287:987000000,-0.6568940482802818,2.7931066170632395
92,6287:987000000,-0.6999938055051551,2.758892170103
93,6287:987000000,-0.7449230807416524,2.734396571946209
94,6287:987000000,-0.7920304921222557,2.7188571029314708
95,6287:987000000,-0.8315601778534267,2.679109650404414
96,6287:987000000,-0.8782050257383086,2.6638770533071456
97,6287:987000000,-0.9220435304142546,2.640592911521709
98,6287:987000000,-0.9612624339753838,2.6055482762645545
99,6287:987000000,-1.0090649793961532,2.59443636166733
100,6287:987000000,-1.056464200578024,2.5816948711369987
101,6287:987000000,-1.0983597646953815,2.5556020835092967
102,6287:987000000,-1.1399899829493412,2.52955311610294
103,6287:987000000,-1.178365063097176,2.4971506289853806
104,6287:987000000,-1.2194105616072604,2.4711818331406628
